"net_tfa","age","inc","educ","fsize","marr","twoearn","db","pira","hown","p401","e401"
87996,49,79023,18,4,1,1,1,1,1,0,0
11400,28,44376,15,4,1,1,1,0,1,0,0
-11000,49,76860,15,6,1,1,1,0,1,0,0
875,34,15300,11,1,0,0,0,0,1,0,0
20,58,19089,12,3,0,0,0,0,1,0,0
0,26,8160,12,4,1,0,0,0,0,0,0
60400,43,103356,18,3,1,0,0,1,1,0,0
-1260,33,14280,10,5,1,0,0,0,1,0,0
5424,46,38997,12,3,1,0,0,1,1,0,0
892,26,22338,14,1,0,0,0,0,0,0,0
-3800,25,24630,15,1,0,0,0,0,0,0,0
800,35,51900,12,4,1,1,0,0,1,0,0
41699,61,17508,14,1,0,0,1,1,0,0,0
9500,55,30954,12,2,1,1,0,1,1,0,0
9150,43,18900,12,3,0,0,0,0,0,0,0
12821,42,56550,16,4,1,0,0,1,1,0,0
305,32,28122,12,4,0,0,0,0,1,0,0
-11650,43,56589,12,4,1,1,0,1,1,0,0
0,28,13794,12,4,1,0,0,0,0,0,0
59100,57,74718,12,3,1,1,0,1,1,0,0
11937,47,23772,18,4,1,1,0,1,1,0,0
31498,59,55356,9,4,1,1,0,1,1,0,0
13199,53,34191,12,4,1,0,0,1,1,0,0
12849,36,51165,14,4,1,1,0,0,1,0,0
30799,53,35340,12,3,1,0,0,0,1,0,0
18613,34,56574,17,4,1,1,1,1,1,0,0
1324445,59,242124,12,2,1,0,0,1,1,0,0
3000,63,34764,10,2,1,1,0,0,0,0,0
3738,54,26520,12,1,0,0,1,0,1,0,0
-2000,39,62130,18,5,1,0,0,0,1,0,0
8900,36,43260,8,8,1,1,0,0,1,0,0
4449,33,30963,12,5,1,0,0,0,1,0,0
7200,46,35610,18,2,1,0,0,0,1,0,0
-17100,35,26550,12,2,0,0,1,0,1,0,0
42680,46,26100,14,3,0,0,0,1,1,0,0
6000,43,83886,14,5,1,1,0,1,1,0,0
25049,37,32442,16,1,0,0,1,1,1,0,0
5968,42,55791,15,4,1,1,0,0,1,0,0
6200,26,8070,15,2,0,0,0,1,0,0,0
31649,40,36060,13,1,1,0,0,1,1,0,0
-1140,33,44700,18,5,1,1,1,0,0,0,0
0,37,9792,10,2,0,0,0,0,0,0,0
75,43,18366,12,4,1,0,0,0,1,0,0
4500,28,21675,12,2,0,0,0,0,0,0,0
0,27,26400,14,4,1,1,0,0,1,0,0
0,27,2649,12,3,1,0,0,0,0,0,0
59,34,9081,12,2,0,0,0,0,0,0,0
0,31,34500,12,1,0,0,0,0,0,0,0
275,26,28035,12,3,0,0,0,0,0,0,0
8459,27,41436,14,4,1,1,1,0,1,0,0
19249,35,47421,10,4,1,1,0,0,0,0,0
1322,32,21600,12,2,0,0,1,1,0,0,0
4199,64,21102,12,2,1,0,1,0,1,0,0
-12918,29,30249,12,3,1,1,0,0,1,0,0
4000,36,39594,12,1,0,0,1,0,0,0,0
-5007,31,14763,14,4,1,0,0,0,1,0,0
-8250,40,23370,12,5,1,1,0,0,0,0,0
-2975,35,26460,12,1,0,0,0,0,1,0,0
-5750,57,35418,13,5,1,0,0,0,1,0,0
0,55,4590,10,4,0,0,0,0,0,0,0
-1000,36,20400,13,4,0,0,0,0,0,0,0
-8676,40,37062,18,6,1,1,1,0,1,0,0
0,28,13260,12,2,0,0,0,0,0,0,0
1800,41,23469,14,3,0,0,0,0,1,0,0
52615,31,34818,17,4,1,0,0,1,1,0,0
-1200,51,53226,13,8,1,1,1,0,1,0,0
4245,36,29160,17,3,0,0,1,0,1,0,0
172600,39,49200,18,1,0,0,0,1,1,0,0
-1984,40,16800,10,2,0,0,0,0,1,0,0
78599,62,29694,12,2,1,0,0,1,1,0,0
15000,55,65124,13,2,1,1,1,0,1,0,0
-7670,27,55365,14,3,1,1,0,0,0,0,0
1000,31,31338,13,4,1,1,0,0,1,0,0
25500,57,49428,16,1,0,0,0,1,1,0,0
-2451,55,9738,12,1,0,0,0,0,0,0,0
-400,49,10713,11,2,0,0,0,0,0,0,0
17398,46,12927,12,4,1,0,0,1,1,0,0
100,40,16848,8,4,1,0,0,0,0,0,0
99,54,26202,12,1,0,0,0,0,0,0,0
14700,46,35709,17,2,1,0,0,1,1,0,0
-725,30,24510,12,2,1,1,0,0,0,0,0
-4900,39,30780,12,4,0,0,0,0,1,0,0
10749,62,16524,8,4,0,0,0,0,1,0,0
0,30,11220,3,3,0,0,0,0,0,0,0
-50,31,43476,9,4,1,1,0,0,1,0,0
1999,33,14520,12,1,0,0,0,0,0,0,0
1300,30,22800,10,5,1,0,0,0,1,0,0
5800,33,84621,18,4,1,1,0,0,1,0,0
-1691,26,23154,14,2,0,0,0,1,1,0,0
0,45,19677,10,4,1,0,0,0,0,0,0
-700,32,24000,15,3,1,0,0,0,1,0,0
-9900,50,87708,12,2,1,1,1,0,1,0,0
-200,49,8535,10,1,0,0,0,0,0,0,0
153,37,20100,12,1,0,0,0,0,0,0,0
1200,41,33600,18,5,1,1,1,0,1,0,0
500,29,24510,12,4,1,1,0,0,0,0,0
-80,31,12036,6,6,1,0,0,0,1,0,0
1e+05,64,43002,14,2,1,0,0,1,1,0,0
8700,36,60702,12,4,1,1,1,0,1,0,0
750,31,18642,6,4,1,0,0,0,0,0,0
-2500,32,12240,13,2,0,0,0,1,1,0,0
9750,59,21747,12,4,1,0,0,0,0,0,0
3949,47,25107,13,2,1,1,0,0,1,0,0
-366,48,12165,6,5,1,1,1,0,1,0,0
-10946,64,33651,12,1,0,0,1,0,1,0,0
0,50,18729,12,3,0,0,1,0,1,0,0
76840,61,52854,13,2,1,1,0,1,1,0,0
27196,57,49509,18,1,0,0,0,0,1,0,0
64,29,37245,13,4,1,1,0,0,1,0,0
1569,39,14382,15,3,0,0,0,0,0,0,0
-1320,27,41808,14,2,1,1,1,0,1,0,0
28300,41,52182,16,4,1,0,0,1,1,0,0
-768,33,27486,10,4,1,0,0,0,1,0,0
3338,34,27876,14,5,1,0,0,1,1,0,0
0,42,13440,13,4,0,0,0,0,1,0,0
0,30,15300,12,3,0,0,0,0,0,0,0
1500,38,108054,16,5,1,0,0,1,1,0,0
-2850,27,30015,16,1,0,0,0,0,0,0,0
-2900,30,31875,12,1,0,0,0,0,0,0,0
1000,32,27570,13,3,1,0,0,0,0,0,0
-12276,39,22956,12,4,1,1,0,0,1,0,0
0,57,10797,11,2,0,0,0,0,0,0,0
0,44,13005,12,1,0,0,0,0,0,0,0
40199,55,39975,12,2,1,1,0,1,1,0,0
-1800,47,6435,6,7,1,1,0,0,1,0,0
1950,46,34608,18,3,1,1,0,1,1,0,0
40900,45,70755,17,2,1,1,0,1,1,0,0
0,32,12960,12,3,1,0,0,0,1,0,0
54303,60,41118,15,1,0,0,0,1,1,0,0
-3175,43,56133,14,4,1,1,0,0,1,0,0
-4000,39,11205,14,5,0,0,0,0,1,0,0
0,48,7113,16,1,0,0,0,0,0,0,0
14583,60,15894,12,2,1,0,0,1,1,0,0
5,35,12963,12,1,0,0,0,0,1,0,0
1609,59,20430,6,1,0,0,1,1,0,0,0
21300,45,33822,14,3,0,0,0,1,1,0,0
61366,44,61581,15,4,1,1,0,1,1,0,0
21149,40,39201,12,1,0,0,0,1,1,0,0
-1062,29,59652,16,3,1,1,0,1,1,0,0
-1300,47,8400,12,3,0,0,0,0,0,0,0
-8750,34,28032,12,1,0,0,0,0,0,0,0
1149,34,29850,16,2,1,0,0,0,0,0,0
600,43,14511,12,5,0,0,0,1,1,0,0
-400,48,27156,12,2,0,0,0,0,1,0,0
32648,41,82524,12,2,1,0,0,1,1,0,0
0,62,9690,8,1,0,0,0,0,1,0,0
18450,53,22614,16,1,0,0,0,0,1,0,0
0,39,15504,12,5,0,0,1,0,0,0,0
2750,29,33630,1,4,1,1,1,0,1,0,0
50,28,10200,12,1,0,0,0,0,0,0,0
2500,40,24681,16,4,1,1,0,1,1,0,0
0,26,9801,12,3,0,0,0,0,0,0,0
3000,26,39660,18,2,1,1,0,0,1,0,0
-200,28,17859,13,3,0,0,0,0,1,0,0
-3400,32,21585,12,2,1,1,0,0,1,0,0
-800,52,40224,10,3,1,1,1,0,0,0,0
1140,36,34488,11,5,1,1,0,0,1,0,0
3500,55,33681,12,5,1,1,1,1,1,0,0
0,29,12000,18,1,0,0,0,0,0,0,0
931000,63,42876,17,1,0,0,0,1,1,0,0
5000,36,17379,10,3,0,0,0,1,1,0,0
39574,60,30780,13,5,1,1,0,1,1,0,0
225,41,39630,13,3,1,1,0,0,0,0,0
0,25,5820,12,4,1,0,0,0,0,0,0
-331,27,16056,11,4,1,0,0,0,1,0,0
-5177,45,26700,12,2,0,0,1,0,0,0,0
-4000,28,48120,14,3,1,1,0,0,0,0,0
4500,59,22119,14,1,0,0,0,1,1,0,0
2180,35,22350,16,1,0,0,1,0,0,0,0
5004,51,137160,16,3,1,1,1,1,1,0,0
-10300,30,18042,12,5,1,0,0,1,1,0,0
13000,41,19020,13,4,1,0,0,1,1,0,0
-389,37,21381,12,1,0,0,0,0,1,0,0
-6395,25,27918,16,1,0,0,0,0,0,0,0
1e+05,55,93336,18,4,1,1,1,0,1,0,0
-3416,42,17172,10,1,0,0,1,0,1,0,0
15800,35,21606,13,2,1,1,1,1,1,0,0
-4900,42,34785,12,4,1,0,0,0,0,0,0
150,39,20517,12,2,1,1,0,0,1,0,0
1022,46,20988,13,1,1,0,1,0,1,0,0
-18051,36,10212,14,4,1,0,0,0,1,0,0
-801,32,34938,14,4,1,0,0,0,0,0,0
0,46,9360,12,1,0,0,0,0,0,0,0
-655,33,25356,1,4,1,1,1,0,1,0,0
-234,28,18798,12,1,1,0,1,0,1,0,0
6900,45,76872,18,4,1,1,1,0,1,0,0
-625,57,25227,12,4,1,0,0,0,1,0,0
-5900,53,14496,15,2,0,0,0,0,1,0,0
-700,44,9180,14,4,0,0,0,0,1,0,0
32568,49,12675,12,3,0,0,1,0,1,0,0
-5141,26,22854,12,3,1,1,0,0,0,0,0
50,29,16800,11,3,0,0,0,0,0,0,0
-550,43,20529,12,1,0,0,1,0,0,0,0
11999,46,26964,12,1,0,0,1,0,0,0,0
73499,44,55344,15,4,1,0,0,0,1,0,0
-1800,28,27030,16,1,0,0,0,0,0,0,0
0,42,7470,4,3,0,0,0,0,0,0,0
2084,38,12384,13,4,1,0,0,0,1,0,0
1089619,38,135405,17,3,1,1,0,1,1,0,0
800,35,21012,12,1,0,0,0,0,0,0,0
1580,40,15594,16,2,0,0,0,0,1,0,0
69870,61,52806,12,3,1,0,0,1,1,0,0
8798,44,83499,17,3,0,0,0,1,1,0,0
89500,40,67128,14,2,1,0,0,1,1,0,0
1019,60,5391,10,1,0,0,0,0,1,0,0
-2750,29,19797,13,2,1,1,0,0,0,0,0
16800,61,48582,12,2,1,1,1,0,1,0,0
-2650,45,31674,14,1,0,0,0,0,0,0,0
72964,59,55314,14,1,0,0,0,0,0,0,0
80000,45,14058,14,3,0,0,0,0,1,0,0
-750,43,26166,15,1,0,0,1,0,0,0,0
0,38,19365,10,3,0,0,0,0,0,0,0
4249,43,44751,18,5,1,1,1,0,1,0,0
-980,40,22500,15,1,0,0,0,0,0,0,0
-57,28,18144,10,5,1,0,0,0,1,0,0
33725,33,42699,16,3,1,1,0,1,1,0,0
0,49,4632,12,7,0,0,0,0,0,0,0
-1800,58,44925,12,2,1,1,0,0,0,0,0
-1500,27,14430,16,2,1,0,0,0,0,0,0
384,29,7977,12,4,0,0,0,0,1,0,0
-1400,35,30000,12,6,1,1,0,0,0,0,0
494,38,18468,13,4,1,1,0,0,0,0,0
57500,64,85080,14,2,1,0,0,1,1,0,0
57000,29,58878,1,3,1,0,0,0,1,0,0
200,34,8988,14,6,0,0,0,0,1,0,0
3000,51,21969,14,1,0,0,0,0,0,0,0
22999,58,53382,18,4,1,0,0,1,1,0,0
-996,32,46401,12,3,1,1,0,0,1,0,0
3599,27,45300,12,2,1,1,0,0,1,0,0
100,58,16947,12,1,0,0,1,0,0,0,0
-4823,35,20103,16,5,1,1,0,0,0,0,0
55000,55,23640,11,2,1,1,0,1,1,0,0
210,49,10674,15,1,0,0,0,0,0,0,0
170000,62,102744,13,3,1,1,0,1,1,0,0
20685,48,40641,12,1,0,0,0,1,1,0,0
63,27,17832,13,4,1,0,0,0,1,0,0
-130,33,24024,16,1,0,0,0,0,0,0,0
300,27,36393,12,3,1,0,0,0,0,0,0
6799,57,23850,13,1,0,0,0,1,0,0,0
866860,63,25164,14,2,0,0,0,0,1,0,0
50,44,11610,12,1,0,0,0,0,1,0,0
-2040,46,14424,8,4,1,0,0,0,1,0,0
749,42,20469,12,2,0,0,0,0,0,0,0
0,49,18900,11,1,0,0,1,0,0,0,0
11750,50,76404,13,3,1,1,0,1,1,0,0
14098,50,32232,18,1,0,0,1,0,1,0,0
-300,41,18090,8,2,1,0,0,0,0,0,0
2700,34,21387,18,1,0,0,0,0,0,0,0
-835,26,18006,14,4,0,0,0,0,0,0,0
-5427,44,37740,12,3,1,1,1,0,1,0,0
200,28,14400,5,2,0,0,0,0,0,0,0
-400,26,13818,14,1,0,0,1,0,0,0,0
999,37,22500,12,1,0,0,0,0,0,0,0
17299,57,43968,14,2,1,0,0,0,0,0,0
-5530,44,9858,15,1,0,0,0,0,0,0,0
-6401,44,25188,13,2,0,0,1,0,0,0,0
-250,32,7152,10,3,0,0,1,0,0,0,0
22705,37,15246,12,3,1,0,0,0,1,0,0
82460,43,46176,15,3,1,1,0,1,1,0,0
0,43,2166,10,1,0,0,0,0,0,0,0
-2100,48,18564,14,2,0,0,0,0,1,0,0
-2800,48,6000,14,1,0,0,0,0,0,0,0
500,35,23091,16,3,0,0,0,0,0,0,0
10299,44,22956,6,2,0,0,0,0,0,0,0
20399,31,38196,16,2,1,1,0,0,1,0,0
10560,46,45531,12,3,1,1,0,1,1,0,0
0,44,12858,11,2,1,0,0,0,0,0,0
0,53,3156,12,1,0,0,0,0,0,0,0
15199,44,18390,12,2,1,0,0,1,1,0,0
-3000,31,20229,12,4,1,1,0,0,1,0,0
-1335,28,31800,12,4,1,0,0,0,0,0,0
24500,36,44595,14,2,1,0,0,1,1,0,0
0,44,17505,10,2,0,0,0,0,0,0,0
17700,55,71757,18,4,1,1,1,0,1,0,0
0,40,69120,14,7,1,1,0,0,0,0,0
4999,43,5400,13,3,1,0,0,0,0,0,0
0,25,19248,12,1,0,0,0,0,0,0,0
-5000,38,56430,12,3,1,1,0,0,0,0,0
3025,30,44169,12,2,1,1,0,0,1,0,0
-250,55,7134,10,5,1,1,0,0,1,0,0
1500,28,43485,16,1,0,0,0,0,1,0,0
-1380,32,62352,17,1,0,0,0,1,1,0,0
0,53,18696,11,6,0,0,0,0,1,0,0
59549,44,52182,12,5,1,0,0,0,1,0,0
-36,52,17424,12,3,1,1,0,0,1,0,0
-2600,50,27330,14,4,1,1,0,0,0,0,0
-2280,42,35280,12,3,1,1,0,0,1,0,0
-5192,36,15186,9,4,1,0,0,1,1,0,0
0,34,39900,13,5,1,1,0,0,0,0,0
63022,37,41994,12,4,1,1,0,1,1,0,0
-4470,42,53205,6,5,1,1,0,0,1,0,0
-2000,27,8640,12,1,0,0,0,0,0,0,0
50,30,18360,13,3,0,0,0,0,1,0,0
-1203,51,9720,3,6,1,0,0,0,0,0,0
33249,49,87660,14,2,1,1,1,1,1,0,0
0,38,41496,12,1,0,0,0,0,1,0,0
-545,56,32436,8,2,1,0,0,0,1,0,0
4000,44,36720,12,4,0,0,1,0,1,0,0
-11660,61,21876,12,2,1,0,1,0,1,0,0
16055,31,47160,12,2,1,1,0,0,1,0,0
10100,26,30342,15,1,0,0,0,1,0,0,0
30000,31,12093,14,1,0,0,0,1,1,0,0
5000,35,17472,12,3,1,0,0,0,0,0,0
22349,60,42396,14,3,1,0,0,1,1,0,0
50,29,17850,3,7,1,1,0,0,1,0,0
-19600,46,48000,13,4,1,0,0,0,0,0,0
-2380,32,7284,12,4,1,1,0,0,0,0,0
-11980,40,24000,16,4,1,0,0,0,1,0,0
-2948,32,20712,14,4,1,0,0,0,1,0,0
10050,54,9816,12,1,0,0,0,1,1,0,0
0,53,16830,11,1,0,0,0,0,1,0,0
-4900,29,36873,12,2,1,1,1,0,1,0,0
193048,38,14025,16,3,1,0,0,1,0,0,0
-3000,27,39600,18,1,0,0,0,0,0,0,0
500,61,11424,11,1,0,0,0,0,1,0,0
0,28,12750,12,3,0,0,0,0,0,0,0
269,49,10992,12,2,0,0,0,0,1,0,0
-112,52,37830,12,2,1,1,1,0,1,0,0
18299,38,88200,14,3,1,0,0,1,1,0,0
17149,54,50409,18,1,0,0,0,1,0,0,0
2900,35,37380,12,4,1,1,0,0,0,0,0
-1000,36,15600,5,5,1,0,0,0,0,0,0
-550,30,17349,18,1,0,0,0,0,0,0,0
8199,44,10173,18,1,0,0,0,1,0,0,0
100,26,24309,12,3,1,0,0,0,0,0,0
25437,62,22974,12,2,1,1,0,0,1,0,0
-3651,31,19812,12,6,1,0,0,0,1,0,0
16500,59,39681,12,3,1,0,0,1,1,0,0
-6200,38,20985,10,5,1,1,0,0,1,0,0
2130,42,50037,13,4,1,1,0,0,1,0,0
-440,33,24516,11,5,1,1,0,0,0,0,0
-1000,44,22410,13,3,0,0,1,0,0,0,0
39411,44,104460,18,4,1,0,0,1,1,0,0
1035,46,30600,13,3,0,0,0,0,1,0,0
47749,36,82656,14,4,1,0,0,1,1,0,0
-7000,45,44019,16,5,1,1,0,1,1,0,0
60400,64,31254,12,4,0,0,1,1,1,0,0
7499,54,19170,12,4,0,0,1,0,1,0,0
156100,38,107172,14,4,1,1,1,0,1,0,0
-7955,34,33954,14,5,1,1,0,0,1,0,0
9875,47,27006,14,2,0,0,0,1,1,0,0
-100,25,14178,12,2,0,0,0,0,0,0,0
-11179,46,6900,6,1,0,0,0,0,0,0,0
-108,52,11115,6,1,0,0,0,0,0,0,0
-18600,39,63294,14,5,1,1,1,0,1,0,0
4077,30,25440,12,3,0,0,1,0,1,0,0
10000,35,46278,12,4,1,1,0,0,0,0,0
-7800,34,38520,14,2,1,0,0,0,1,0,0
700,31,17040,15,3,1,1,0,1,0,0,0
-1235,43,36510,15,7,1,1,0,0,1,0,0
15000,40,28650,12,4,1,1,0,1,1,0,0
300,43,43146,14,7,1,0,0,0,1,0,0
0,30,18753,12,1,0,0,0,0,0,0,0
350,25,28059,14,1,0,0,1,0,0,0,0
-351,28,15315,16,1,0,0,0,0,0,0,0
0,37,31830,12,5,1,1,0,0,1,0,0
100,31,12234,13,3,1,0,0,0,0,0,0
66499,57,104346,18,2,0,0,0,0,0,0,0
57996,46,81162,18,4,1,1,0,1,1,0,0
3100,27,28860,16,2,0,0,0,0,0,0,0
-2025,62,9894,8,3,0,0,0,0,1,0,0
-45000,30,23004,12,1,0,0,0,0,0,0,0
8225,31,48423,13,2,1,1,0,1,1,0,0
1200,29,20568,18,1,0,0,0,0,0,0,0
37240,46,55074,13,6,1,1,1,0,1,0,0
15801,62,13317,11,1,0,0,0,0,1,0,0
2999,41,18660,6,5,1,0,0,0,1,0,0
-2157,41,70275,14,4,1,1,0,0,1,0,0
5000,27,29676,14,1,0,0,1,0,1,0,0
111,30,13440,16,3,0,0,0,0,1,0,0
4799,26,24942,13,4,0,0,0,0,0,0,0
500,28,100026,8,2,0,0,0,0,0,0,0
-1050,28,46332,9,4,1,1,0,0,0,0,0
-9500,32,28890,16,5,1,0,0,0,1,0,0
-200,26,4164,14,2,0,0,0,0,0,0,0
-3400,43,25500,14,1,0,0,0,0,1,0,0
0,27,12930,16,1,0,0,1,0,0,0,0
7699,44,23190,13,4,1,0,0,0,1,0,0
100,41,19215,14,3,0,0,0,0,0,0,0
-20850,31,7650,18,1,0,0,0,0,0,0,0
1960,31,17649,16,1,0,0,0,0,0,0,0
26,42,7497,5,4,1,0,0,0,0,0,0
28949,45,23028,16,2,0,0,0,0,1,0,0
7000,33,76050,15,4,1,1,1,0,1,0,0
2500,43,22650,12,5,1,1,0,0,1,0,0
5600,26,58260,12,3,1,1,0,0,1,0,0
43198,47,84378,13,3,1,1,0,0,0,0,0
31799,60,23568,11,3,0,0,1,1,1,0,0
0,46,4800,12,2,0,0,0,0,0,0,0
0,35,26700,12,3,1,1,0,0,0,0,0
15300,29,34620,16,4,1,0,0,0,1,0,0
1700,41,12504,12,4,0,0,0,0,0,0,0
-4152,35,24159,12,4,1,1,0,0,1,0,0
3000,38,19227,15,3,0,0,1,0,0,0,0
-150,37,34101,18,1,0,0,1,0,0,0,0
-1062,29,16236,14,3,0,0,0,0,1,0,0
0,30,8415,12,2,0,0,0,0,0,0,0
-1900,25,31956,13,1,0,0,0,0,0,0,0
349,43,25872,12,5,1,0,0,0,1,0,0
-1900,50,31278,12,5,1,0,0,0,1,0,0
-15100,30,55359,15,2,1,0,0,0,0,0,0
-5763,29,10800,12,2,1,1,0,0,0,0,0
2694,39,58578,16,2,1,1,0,0,1,0,0
3399,43,17706,16,3,0,0,0,0,0,0,0
-701,27,18090,7,5,1,1,0,0,1,0,0
42400,57,33777,12,3,1,0,0,1,1,0,0
20800,43,47358,13,4,1,1,0,1,1,0,0
399,29,43374,14,1,0,0,0,0,0,0,0
110103,37,49806,18,1,0,0,0,1,0,0,0
999,55,12300,3,4,1,0,0,0,0,0,0
18449,44,29526,12,4,0,0,0,1,1,0,0
7492,35,77628,13,2,1,1,0,0,1,0,0
-2500,36,34986,11,6,1,1,0,0,0,0,0
13500,37,25800,14,1,0,0,0,1,1,0,0
-500,43,16959,6,7,1,0,0,0,0,0,0
0,28,4044,12,5,1,0,0,0,1,0,0
0,38,25626,6,4,1,0,0,0,0,0,0
59225,55,36300,14,1,0,0,0,1,0,0,0
549,30,24627,18,2,0,0,0,0,0,0,0
-3000,46,62250,17,2,0,0,1,0,1,0,0
-4910,64,10890,12,1,0,0,0,0,0,0,0
200,33,37146,14,4,1,1,0,0,1,0,0
24500,45,90300,16,4,1,1,0,1,1,0,0
-12001,25,50649,12,2,1,1,0,0,1,0,0
-400,34,28050,12,1,0,0,0,0,0,0,0
2672,43,94476,16,3,0,0,0,1,1,0,0
299,39,63150,12,4,1,0,0,0,1,0,0
0,27,4725,10,5,1,0,0,0,0,0,0
2248,31,108135,12,4,1,1,0,0,0,0,0
550,31,20526,12,3,1,0,0,0,1,0,0
75,30,25500,12,2,0,0,0,0,0,0,0
201500,61,45135,12,3,1,0,1,0,1,0,0
17315,29,34773,16,4,1,0,0,1,0,0,0
-600,35,21063,12,5,1,0,0,0,1,0,0
0,36,21000,14,1,0,0,0,0,0,0,0
294,47,14040,12,1,0,0,0,0,0,0,0
13000,41,15480,7,4,1,1,0,0,1,0,0
4900,26,16860,14,1,0,0,0,0,1,0,0
-5201,27,19290,12,3,1,0,0,0,1,0,0
-1145,52,10584,12,3,1,0,0,0,0,0,0
-235,62,7338,16,1,0,0,0,0,0,0,0
0,37,17571,12,4,1,0,0,0,0,0,0
0,50,17688,9,3,1,0,0,0,1,0,0
-1483,36,10920,12,4,0,0,0,0,0,0,0
-2050,27,35310,14,2,1,1,1,0,0,0,0
-750,39,38454,12,3,1,1,1,0,0,0,0
47280,41,35166,12,1,0,0,1,0,1,0,0
3800,41,46815,12,3,1,1,0,1,0,0,0
-3250,35,6000,13,2,1,0,0,0,1,0,0
29000,48,59256,17,2,0,0,0,1,0,0,0
2500,47,47802,6,6,1,1,0,0,1,0,0
499,45,15780,10,2,0,0,1,0,1,0,0
-2950,49,16920,12,3,1,1,0,0,1,0,0
120000,60,14244,12,1,0,0,0,1,1,0,0
-216,47,11100,12,4,1,1,0,0,0,0,0
-6590,44,9474,12,5,1,0,0,0,1,0,0
0,61,23457,9,3,1,1,0,0,1,0,0
1499,41,25761,17,1,0,0,1,0,1,0,0
-1200,34,36225,12,4,1,0,0,0,1,0,0
-3701,27,56322,12,8,1,1,0,0,0,0,0
9,48,2427,8,3,1,0,1,0,1,0,0
-2700,28,33984,12,1,0,0,0,0,0,0,0
-1600,45,33840,12,1,0,0,0,0,0,0,0
6125,47,58407,12,4,1,1,0,1,1,0,0
24100,61,28500,13,2,1,1,0,1,1,0,0
77,35,16194,15,1,0,0,1,0,0,0,0
33300,47,60180,13,2,1,1,0,1,1,0,0
2000,37,46767,13,4,1,1,0,1,1,0,0
76678,49,37458,12,2,0,0,1,0,1,0,0
59879,45,19998,18,2,0,0,0,1,1,0,0
840,50,27561,12,4,1,1,0,0,1,0,0
0,42,13440,14,4,0,0,0,0,0,0,0
2600,34,4350,14,1,0,0,0,1,1,0,0
-10400,32,36012,12,8,1,0,0,0,1,0,0
0,32,7146,10,2,0,0,0,0,0,0,0
-1855,34,47754,12,4,1,1,0,0,1,0,0
850,41,27045,15,1,0,0,0,0,0,0,0
34999,57,44589,12,8,1,1,0,1,1,0,0
1500,54,30000,14,1,0,0,0,1,0,0,0
55600,59,47064,12,3,1,0,0,0,1,0,0
171450,41,51510,16,4,1,0,0,1,1,0,0
-583,32,16320,11,3,1,0,0,0,0,0,0
22700,37,54324,12,3,1,1,1,0,1,0,0
-700,38,80025,16,4,1,1,1,0,1,0,0
-3332,49,59256,13,2,1,1,0,0,1,0,0
0,46,18960,8,1,0,0,0,0,0,0,0
-19173,31,24000,12,1,0,0,0,0,1,0,0
0,25,3600,8,5,1,0,0,0,1,0,0
-13968,50,52215,14,5,1,0,0,0,0,0,0
-315701,35,89118,16,3,1,0,0,0,0,0,0
3325,43,11460,12,1,0,0,0,0,1,0,0
-5320,37,35109,12,4,1,1,1,0,1,0,0
-8950,35,43080,12,4,1,1,0,0,1,0,0
-10843,42,54963,14,4,1,1,0,0,1,0,0
2000,62,18888,12,1,0,0,1,0,0,0,0
540,27,24840,12,4,1,0,0,0,1,0,0
90531,64,35730,12,2,1,0,0,1,1,0,0
24200,41,49956,18,4,1,1,1,1,1,0,0
4206,27,47376,16,2,1,1,0,0,1,0,0
2499,31,36771,14,1,0,0,0,0,0,0,0
-570,38,17781,13,4,1,0,0,0,1,0,0
200,25,22680,12,1,0,0,0,0,0,0,0
-101,29,29424,18,2,1,1,1,0,0,0,0
-1400,31,17604,12,1,0,0,0,0,0,0,0
-273,46,23856,8,3,1,1,0,0,1,0,0
100,61,4635,14,2,0,0,0,0,1,0,0
25650,33,46140,12,5,1,0,0,1,1,0,0
0,47,2700,9,1,0,0,0,0,1,0,0
12889,59,15984,14,4,1,0,0,1,1,0,0
95000,56,71748,12,3,1,1,1,1,1,0,0
4999,53,13110,12,3,0,0,0,0,1,0,0
-750,35,69696,18,5,1,1,1,0,1,0,0
144749,61,34737,12,2,1,0,0,0,1,0,0
16749,51,35031,12,1,0,0,1,1,1,0,0
3500,40,21315,13,2,0,0,0,1,1,0,0
18600,33,31440,16,2,1,1,0,1,1,0,0
0,41,20928,10,1,0,0,1,0,0,0,0
116499,57,45294,12,3,1,0,0,1,1,0,0
318,42,36840,16,4,1,1,0,0,0,0,0
0,38,11040,12,4,0,0,0,0,0,0,0
-1550,31,23748,16,1,0,0,1,0,0,0,0
-8252,47,30663,17,2,0,0,0,0,1,0,0
23949,46,54585,16,4,1,1,1,1,1,0,0
270,64,12576,11,2,1,0,0,0,1,0,0
0,30,24000,16,1,0,0,0,0,1,0,0
-7000,32,59958,12,4,1,1,0,0,1,0,0
-7299,44,46113,12,5,1,1,0,0,1,0,0
3000,58,13440,12,3,0,0,0,0,0,0,0
-1200,36,11250,14,1,0,0,0,0,0,0,0
-1494,30,29478,13,5,1,1,0,0,0,0,0
-1900,39,25155,12,3,1,1,0,0,1,0,0
-400,34,52815,18,1,0,0,0,0,0,0,0
44500,42,83616,12,1,0,0,1,1,0,0,0
8499,34,35118,15,7,1,0,0,1,1,0,0
-600,46,21609,11,4,0,0,0,0,1,0,0
2100,47,36210,12,3,1,1,0,0,1,0,0
