"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"female","cauc",1980 Q2,"kindergarten","small",448,473,"free","rural","master","level1",6,"cauc","36","72","9405"
"male","cauc",1980 Q1,"kindergarten","regular",411,405,"non-free","suburban","bachelor","level1",11,"cauc","22","51","9455"
"female","cauc",1980 Q1,"kindergarten","regular",518,602,"non-free","rural","master","level1",12,"cauc","31","65","9471"
"male","cauc",1979 Q4,"kindergarten","small",422,484,"free","rural","master","level1",6,"cauc","29","62","9478"
"male","cauc",1979 Q4,"kindergarten","small",470,547,"non-free","rural","bachelor","level1",4,"cauc","5","7","9542"
"male","afam",1980 Q1,"kindergarten","regular+aide",443,484,"free","suburban","master","level1",15,"afam","11","21","9567"
"female","cauc",1980 Q3,"kindergarten","regular+aide",428,449,"free","rural","master","level1",5,"cauc","12","34","9595"
"male","afam",1980 Q3,"kindergarten","small",397,454,"free","inner-city","bachelor","level1",9,"cauc","22","53","9609"
"male","cauc",1980 Q1,"kindergarten","small",390,459,"non-free","rural","bachelor","apprentice",1,"cauc","24","57","9681"
"male","afam",1980 Q1,"kindergarten","regular+aide",418,473,"free","inner-city","bachelor","apprentice",1,"cauc","11","19","9697"
"male","afam",1979 Q4,"kindergarten","regular",470,484,"free","rural","bachelor","level2",10,"cauc","34","68","9719"
"female","cauc",1980 Q1,"kindergarten","regular+aide",431,513,"free","rural","bachelor","level1",3,"cauc","32","66","9744"
"female","afam",1980 Q1,"kindergarten","small",580,536,"non-free","rural","bachelor","level1",12,"cauc","21","50","9777"
"female","cauc",1980 Q2,"kindergarten","small",456,478,"non-free","suburban","master","level1",8,"cauc","25","58","9790"
"female","afam",1980 Q3,"kindergarten","regular+aide",433,513,"non-free","suburban","bachelor","level1",21,"afam","11","23","9851"
"female","cauc",1980 Q3,"kindergarten","small",403,473,"non-free","rural","master","level1",12,"cauc","42","80","9883"
"female","cauc",1980 Q1,"kindergarten","regular+aide",416,478,"free","rural","master","level1",8,"cauc","38","74","9953"
"female","afam",1980 Q1,"kindergarten","regular",443,484,"free","inner-city","bachelor","apprentice",1,"afam","11","22","9984"
"male","cauc",1979 Q3,"kindergarten","small",421,459,"non-free","suburban","master","level1",20,"cauc","11","17","10010"
"male","cauc",1979 Q4,"kindergarten","small",442,536,"non-free","rural","bachelor","level1",6,"cauc","35","69","10023"
"female","cauc",1980 Q2,"kindergarten","regular+aide",424,528,"free","rural","bachelor","level1",9,"cauc","21","49","10044"
"male","afam",1980 Q2,"kindergarten","regular",421,484,"non-free","inner-city","bachelor","level1",9,"afam","11","18","10061"
"male","afam",1980 Q3,"kindergarten","regular+aide",397,418,"free","inner-city","bachelor","level1",6,"cauc","11","16","10090"
"female","afam",1980 Q2,"kindergarten","regular",450,439,"free","inner-city","bachelor","probation",0,"afam","11","27","10125"
"female","cauc",1980 Q3,"kindergarten","small",510,626,"non-free","rural","bachelor","level1",14,"cauc","38","74","10153"
"male","afam",1980 Q1,"kindergarten","regular",418,423,"free","inner-city","bachelor","level1",12,"cauc","18","45","10225"
"female","afam",1980 Q3,"kindergarten","regular+aide",408,444,"free","inner-city","master","level1",22,"cauc","11","33","10233"
"female","cauc",1980 Q3,"kindergarten","small",467,500,"non-free","rural","bachelor","apprentice",2,"cauc","12","34","10298"
"male","cauc",1980 Q3,"kindergarten","regular+aide",424,444,"free","rural","bachelor","level1",13,"cauc","33","67","10314"
"male","cauc",1980 Q3,"kindergarten","regular",436,468,"non-free","suburban","bachelor","level1",8,"cauc","4","4","10329"
"female","afam",1980 Q1,"kindergarten","regular",447,536,"free","rural","master","level1",6,"cauc","30","63","10353"
"female","cauc",1980 Q2,"kindergarten","small",430,473,"non-free","rural","bachelor","level1",15,"cauc","23","55","10492"
"male","afam",1980 Q1,"kindergarten","regular+aide",388,454,"free","rural","master+","level1",12,"cauc","30","63","10512"
"male","cauc",1980 Q3,"kindergarten","regular+aide",424,463,"non-free","rural","master","level1",9,"cauc","3","3","10569"
"female","cauc",1980 Q2,"kindergarten","regular",442,489,"non-free","rural","master","level1",17,"cauc","12","34","10622"
"male","cauc",1979 Q4,"kindergarten","small",418,429,"non-free","suburban","bachelor","level1",14,"cauc","22","52","10631"
"female","cauc",1979 Q4,"kindergarten","regular+aide",447,454,"non-free","suburban","bachelor","level1",17,"cauc","25","58","10647"
"female","cauc",1980 Q2,"kindergarten","regular",485,536,"non-free","suburban","master","level3",15,"cauc","17","41","10684"
"male","afam",1980 Q3,"kindergarten","regular+aide",407,468,"free","inner-city","bachelor","level1",6,"afam","11","26","10697"
"female","cauc",1979 Q4,"kindergarten","regular+aide",431,500,"non-free","suburban","bachelor","level1",8,"afam","11","17","10726"
"male","cauc",1980 Q2,"kindergarten","regular+aide",448,484,"free","rural","bachelor","level1",9,"cauc","21","49","10749"
"female","cauc",1980 Q1,"kindergarten","regular+aide",465,536,"non-free","rural","master","level1",13,"cauc","42","80","10799"
"male","cauc",1980 Q3,"kindergarten","regular",408,454,"non-free","rural","bachelor","apprentice",3,"afam","24","56","10809"
"female","cauc",1980 Q2,"kindergarten","regular+aide",431,463,"non-free","rural","bachelor","level1",13,"cauc","32","66","10957"
"male","afam",1980 Q3,"kindergarten","regular+aide",434,473,"free","inner-city","master","level1",5,"cauc","11","33","10971"
"female","cauc",1980 Q1,"kindergarten","small",434,489,"non-free","suburban","bachelor","level1",11,"cauc","28","61","10993"
"female","cauc",1980 Q2,"kindergarten","small",465,528,"free","rural","bachelor","level1",7,"cauc","30","63","11005"
"female","afam",1980 Q3,"kindergarten","regular",407,489,"free","inner-city","bachelor","level1",10,"afam","11","30","11050"
"female","cauc",1980 Q1,"kindergarten","small",431,478,"non-free","rural","master","level1",12,"cauc","4","6","11072"
"male","afam",1980 Q1,"kindergarten","regular",393,473,"non-free","inner-city","bachelor","level1",9,"afam","11","18","11151"
"female","afam",1980 Q2,"kindergarten","regular",360,320,"free","inner-city","master","probation",6,"cauc","11","33","11196"
"male","cauc",1979 Q4,"kindergarten","regular",408,463,"non-free","rural","bachelor","apprentice",1,"cauc","40","76","11254"
"male","afam",1980 Q3,"kindergarten","small",518,602,"free","inner-city","bachelor","level1",3,"afam","11","22","11274"
"female","cauc",1980 Q1,"kindergarten","regular",436,500,"non-free","rural","bachelor","apprentice",1,"cauc","40","76","11295"
"male","afam",1980 Q3,"kindergarten","regular",403,444,"free","suburban","bachelor","level1",0,"cauc","11","17","11307"
"female","cauc",1979 Q4,"kindergarten","small",485,528,"non-free","rural","master","level1",8,"cauc","34","68","11319"
"male","cauc",1980 Q1,"kindergarten","small",448,536,"non-free","rural","bachelor","level1",6,"cauc","34","68","11344"
"male","cauc",1979 Q4,"kindergarten","regular",467,536,"non-free","rural","bachelor","level1",11,"cauc","21","49","11351"
"female","afam",1980 Q2,"kindergarten","regular",428,473,"free","inner-city","master","level1",15,"afam","11","26","11374"
"female","cauc",1980 Q1,"kindergarten","regular+aide",492,513,"non-free","rural","master","level1",3,"cauc","41","78","11457"
"male","cauc",1980 Q3,"kindergarten","regular",400,399,"non-free","urban","bachelor","level1",5,"cauc","6","9","11483"
"male","cauc",1980 Q2,"kindergarten","regular",398,434,"free","inner-city","bachelor","level1",9,"afam","11","18","11501"
"female","cauc",1980 Q1,"kindergarten","regular",470,520,"non-free","rural","bachelor","level1",11,"cauc","21","49","11521"
"male","cauc",1979 Q4,"kindergarten","regular",424,506,"non-free","rural","master","level1",5,"cauc","19","47","11527"
"female","cauc",1980 Q1,"kindergarten","regular+aide",580,626,"non-free","rural","bachelor","level1",13,"cauc","8","11","11553"
"female","cauc",1980 Q1,"kindergarten","small",421,468,"free","rural","master","level1",13,"cauc","6","8","11585"
"female","afam",1980 Q3,"kindergarten","regular",461,536,"free","inner-city","bachelor","level1",24,"afam","11","22","11658"
"male","cauc",1980 Q3,"kindergarten","regular",427,459,"non-free","suburban","master+","level1",13,"cauc","22","51","11674"
"male","cauc",1979 Q4,"kindergarten","small",443,473,"non-free","suburban","master","level1",7,"cauc","12","36","11703"
"female","afam",1980 Q1,"kindergarten","regular+aide",497,547,"free","inner-city","bachelor","level1",11,"cauc","11","31","11729"
"male","cauc",1979 Q3,"kindergarten","small",425,520,"non-free","rural","master","level1",8,"cauc","40","76","11817"
"female","cauc",1979 Q3,"kindergarten","small",408,412,"non-free","rural","master","level1",5,"cauc","12","35","11834"
"female","cauc",1980 Q1,"kindergarten","regular+aide",450,513,"non-free","suburban","bachelor","level1",7,"cauc","22","54","11871"
"female","cauc",1980 Q1,"kindergarten","regular+aide",456,520,"free","rural","bachelor","level1",14,"cauc","37","73","11887"
"male","cauc",1979 Q4,"kindergarten","small",439,494,"free","rural","bachelor","level1",4,"cauc","10","13","11912"
"male","cauc",1980 Q3,"kindergarten","regular+aide",456,506,"non-free","suburban","bachelor","level1",17,"cauc","25","58","11962"
"male","afam",1980 Q2,"kindergarten","small",418,536,"non-free","inner-city","bachelor","probation",9,"afam","11","22","11982"
"female","cauc",1980 Q1,"kindergarten","regular",430,478,"non-free","rural","master","level1",17,"cauc","12","34","11999"
"male","cauc",1980 Q1,"kindergarten","small",424,478,"non-free","rural","master","level1",8,"cauc","24","57","12032"
"female","cauc",1979 Q1,"kindergarten","small",400,500,"free","suburban","bachelor","level1",11,"cauc","28","61","12048"
"male","cauc",1980 Q3,"kindergarten","small",424,459,"non-free","rural","bachelor","level1",15,"cauc","23","55","12059"
"male","cauc",1980 Q2,"kindergarten","regular+aide",410,478,"non-free","rural","master","level1",13,"cauc","40","76","12077"
"female","afam",1980 Q3,"kindergarten","small",411,484,"free","inner-city","bachelor","apprentice",2,"afam","11","16","12169"
"male","cauc",1979 Q4,"kindergarten","small",425,484,"non-free","rural","master","level1",8,"cauc","40","76","12183"
"male","cauc",1979 Q4,"kindergarten","regular+aide",495,559,"non-free","rural","master","level1",10,"cauc","36","72","12215"
"male","cauc",1980 Q1,"kindergarten","small",456,520,"non-free","rural","bachelor","level1",4,"cauc","5","7","12241"
"male","cauc",1980 Q3,"kindergarten","small",453,513,"non-free","suburban","bachelor","probation",0,"cauc","18","43","12282"
"male","cauc",1980 Q3,"kindergarten","regular+aide",476,520,"non-free","suburban","bachelor","level1",18,"cauc","22","52","12298"
"female","afam",1979 Q4,"kindergarten","small",428,478,"free","inner-city","master","level3",12,"cauc","11","15","12375"
"male","cauc",1980 Q1,"kindergarten","regular+aide",522,459,"non-free","rural","bachelor","level1",5,"cauc","31","64","12415"
"female","cauc",1980 Q2,"kindergarten","small",472,500,"non-free","rural","master","level1",4,"cauc","30","63","12430"
"male","afam",1980 Q3,"kindergarten","small",470,513,"free","inner-city","bachelor","level1",3,"afam","11","28","12457"
"male","afam",1980 Q1,"kindergarten","small",443,484,"non-free","suburban","bachelor","level1",21,"cauc","11","20","12480"
"male","cauc",1980 Q3,"kindergarten","regular+aide",453,506,"non-free","rural","bachelor","level1",12,"cauc","9","12","12490"
"male","cauc",1980 Q2,"kindergarten","regular",431,454,"non-free","rural","master","level1",5,"cauc","19","47","12654"
"male","afam",1979 Q4,"kindergarten","regular+aide",433,468,"free","inner-city","master","level1",22,"cauc","11","33","12663"
"male","cauc",1979 Q4,"kindergarten","regular+aide",485,576,"non-free","urban","bachelor","level1",14,"cauc","6","9","12758"
"male","cauc",1980 Q3,"kindergarten","regular",458,484,"non-free","urban","bachelor","level1",3,"cauc","7","10","12794"
"female","afam",1980 Q3,"kindergarten","small",421,449,"free","inner-city","master","level3",12,"cauc","11","15","12809"
"female","afam",1980 Q2,"kindergarten","regular",431,459,"free","inner-city","master","level1",15,"afam","11","26","12829"
"male","cauc",1979 Q4,"kindergarten","small",391,439,"free","suburban","master","level1",7,"cauc","28","61","12840"
"male","cauc",1980 Q3,"kindergarten","regular",416,459,"free","rural","bachelor","probation",0,"cauc","33","67","12858"
"female","afam",1979 Q4,"kindergarten","regular",445,494,"free","urban","master","level1",4,"cauc","20","48","12966"
"female","afam",1980 Q3,"kindergarten","regular+aide",407,478,"free","inner-city","bachelor","level1",3,"afam","11","15","13003"
"male","afam",1980 Q3,"kindergarten","regular+aide",397,365,"free","inner-city","master","level1",17,"cauc","11","16","13017"
"male","cauc",1979 Q4,"kindergarten","regular+aide",448,449,"free","suburban","master","level1",14,"cauc","12","36","13046"
"female","cauc",1979 Q4,"kindergarten","small",455,478,"non-free","rural","master","level1",13,"cauc","6","8","13126"
"female","afam",1980 Q1,"kindergarten","small",413,454,"free","inner-city","bachelor","apprentice",2,"afam","11","16","13151"
"female","cauc",1980 Q3,"kindergarten","regular+aide",422,454,"non-free","rural","master","level1",8,"cauc","14","38","13179"
"female","cauc",1980 Q3,"kindergarten","regular+aide",440,468,"free","rural","master","level1",21,"cauc","16","40","13195"
"female","cauc",1979 Q4,"kindergarten","regular",455,513,"free","rural","bachelor","apprentice",2,"cauc","16","40","13270"
"male","afam",1980 Q1,"kindergarten","regular",437,559,"free","inner-city","bachelor","level1",10,"afam","11","30","13360"
"female","cauc",1980 Q3,"kindergarten","regular",425,478,"non-free","rural","master","level1",17,"cauc","12","34","13370"
"male","cauc",1980 Q2,"kindergarten","regular+aide",390,399,"free","rural","master","level1",8,"cauc","24","57","13388"
"male","cauc",1980 Q2,"kindergarten","regular+aide",422,423,"non-free","rural","bachelor","level1",11,"cauc","4","6","13469"
"female","afam",1979 Q4,"kindergarten","regular",436,473,"free","suburban","master","level1",24,"cauc","18","44","13542"
"male","cauc",1980 Q1,"kindergarten","small",414,459,"free","rural","master","level1",6,"cauc","29","62","13633"
"male","afam",1980 Q1,"kindergarten","regular+aide",495,559,"free","inner-city","master","apprentice",24,"cauc","11","30","13649"
"female","cauc",1979 Q4,"kindergarten","regular+aide",455,576,"non-free","rural","master","level1",21,"cauc","16","40","13670"
"male","afam",1980 Q2,"kindergarten","small",418,494,"free","inner-city","bachelor","apprentice",2,"afam","11","16","13694"
"male","cauc",1979 Q3,"kindergarten","small",497,602,"non-free","suburban","master","level1",18,"cauc","17","41","13705"
"male","cauc",1979 Q3,"kindergarten","small",425,500,"non-free","rural","master","level1",8,"cauc","40","76","13722"
"male","cauc",1980 Q1,"kindergarten","regular",451,449,"free","rural","bachelor","apprentice",2,"cauc","16","40","13759"
"male","cauc",1980 Q2,"kindergarten","regular",442,494,"non-free","suburban","bachelor","level1",12,"cauc","18","46","13772"
"female","afam",1980 Q1,"kindergarten","regular+aide",456,484,"free","rural","master+","level1",12,"cauc","30","63","13791"
"male","afam",1980 Q3,"kindergarten","regular+aide",413,489,"free","inner-city","bachelor","apprentice",1,"afam","11","14","13818"
"male","cauc",1979 Q2,"kindergarten","regular",413,439,"free","urban","bachelor","level1",5,"cauc","6","9","13852"
"male","cauc",1979 Q4,"kindergarten","regular",425,489,"non-free","urban","bachelor","level1",5,"cauc","13","37","13975"
